{-303, 980, 207, 872, 324, 161, 466, 866, 184},
{-282, 980, 227, 872, 314, 171, 456, 885, 194},
{-282, 960, 217, 854, 333, 171, 456, 876, 165},
{-303, 980, 237, 845, 324, 161, 466, 876, 184},
{-282, 980, 217, 872, 324, 161, 456, 885, 194},
{-282, 960, 227, 854, 333, 161, 466, 895, 155},
{-282, 980, 207, 872, 324, 151, 475, 876, 184},
{-282, 970, 227, 854, 314, 181, 466, 876, 184},
{-292, 970, 217, 872, 305, 181, 466, 885, 174},
{-303, 980, 188, 872, 324, 181, 456, 866, 184},
{-292, 990, 198, 872, 324, 151, 466, 876, 203},
{-282, 990, 198, 872, 314, 171, 436, 895, 184},
{-292, 980, 217, 854, 324, 181, 466, 876, 184},
{-282, 980, 227, 872, 314, 151, 456, 876, 203},
{-282, 980, 198, 872, 305, 171, 466, 885, 174},
{-282, 960, 227, 854, 324, 171, 466, 876, 184},
{-303, 990, 227, 872, 324, 181, 456, 885, 184},
{-272, 970, 227, 872, 324, 181, 466, 885, 174},
{-282, 980, 227, 854, 342, 151, 466, 866, 184},
{-292, 990, 217, 863, 324, 171, 466, 885, 194},
{-282, 960, 217, 863, 333, 151, 466, 885, 174},
{-282, 970, 207, 872, 324, 171, 466, 866, 174},
{-282, 980, 207, 881, 305, 181, 456, 876, 184},
{-272, 970, 217, 881, 305, 181, 446, 885, 165},
{-282, 990, 207, 863, 333, 141, 466, 885, 184},
{-282, 970, 227, 854, 314, 161, 456, 885, 194},
{-282, 980, 227, 881, 305, 171, 466, 885, 165},
{-292, 990, 188, 872, 314, 171, 466, 866, 165},
{-292, 980, 217, 872, 324, 161, 466, 876, 184},
{-282, 980, 207, 872, 324, 161, 466, 885, 174},
{-272, 980, 217, 863, 324, 171, 466, 866, 174},
{-292, 980, 217, 872, 333, 151, 456, 885, 194},
{-292, 980, 207, 863, 305, 171, 466, 895, 174},
{-292, 980, 207, 863, 333, 191, 466, 895, 174},
{-292, 970, 217, 872, 333, 191, 456, 885, 174},
{-282, 980, 207, 872, 324, 191, 456, 885, 174},
{-292, 990, 217, 854, 324, 161, 446, 895, 174},
{-292, 990, 217, 881, 314, 151, 466, 866, 194},
{-272, 990, 178, 872, 324, 161, 456, 885, 203},
{-282, 960, 227, 863, 314, 171, 466, 885, 165},
{-282, 980, 227, 854, 324, 171, 466, 885, 194},
{-303, 990, 217, 872, 333, 151, 466, 904, 165},
{-292, 980, 188, 881, 314, 181, 466, 904, 165},
{-292, 980, 188, 854, 333, 171, 475, 876, 184},
{-292, 990, 207, 863, 324, 171, 466, 876, 184},
{-292, 990, 207, 863, 314, 171, 466, 866, 194},
{-292, 970, 217, 854, 314, 151, 466, 866, 194},
{-282, 980, 217, 881, 314, 181, 456, 876, 203},
{-292, 980, 217, 872, 324, 191, 466, 895, 165},
{-272, 970, 217, 872, 324, 161, 446, 885, 174},
{-282, 990, 227, 854, 324, 161, 446, 885, 174},
{-282, 980, 188, 872, 333, 151, 456, 885, 145},
{-303, 970, 217, 881, 314, 171, 475, 866, 184},
{-282, 970, 207, 863, 333, 171, 456, 885, 203},
{-282, 970, 207, 863, 333, 161, 466, 885, 174},
{-292, 980, 227, 863, 314, 181, 466, 876, 194},
{-292, 980, 207, 863, 333, 171, 446, 885, 184},
{-292, 980, 227, 863, 324, 191, 466, 895, 165},
{-292, 970, 217, 863, 324, 171, 466, 876, 165},
{-282, 970, 227, 881, 314, 171, 456, 885, 194},
{-292, 980, 217, 854, 324, 181, 466, 895, 155},
{-292, 980, 207, 863, 324, 151, 466, 876, 213},
{-282, 980, 227, 872, 314, 181, 456, 876, 174},
{-292, 970, 217, 872, 305, 181, 446, 895, 165},
{-292, 970, 237, 872, 333, 181, 475, 876, 203},
{-282, 960, 217, 872, 324, 161, 456, 885, 174},
{-282, 990, 207, 863, 333, 171, 446, 876, 184},
{-292, 980, 217, 845, 333, 191, 456, 885, 194},
{-292, 980, 217, 872, 333, 181, 446, 876, 184},
{-282, 970, 217, 872, 314, 171, 466, 885, 174},
{-292, 990, 227, 863, 333, 191, 466, 866, 184},
{-282, 990, 207, 854, 333, 171, 456, 895, 184},
{-282, 970, 217, 872, 314, 171, 466, 895, 174},
{-282, 960, 227, 854, 324, 191, 475, 866, 184},
{-282, 980, 198, 881, 314, 161, 456, 876, 184},
{-303, 980, 227, 872, 314, 161, 466, 885, 165},
{-292, 990, 217, 863, 324, 171, 475, 866, 184},
{-272, 990, 198, 872, 324, 171, 446, 885, 174},
{-282, 990, 217, 872, 324, 171, 456, 895, 174},
{-282, 970, 198, 863, 333, 141, 466, 876, 184},
{-303, 980, 237, 863, 314, 171, 456, 885, 174},
{-282, 980, 207, 854, 333, 181, 466, 895, 165},
{-282, 970, 217, 863, 314, 151, 466, 866, 184},
{-282, 980, 217, 872, 305, 171, 446, 885, 184},
{-292, 990, 198, 863, 314, 181, 446, 895, 174},
{-292, 970, 217, 854, 333, 151, 456, 876, 174},
{-303, 980, 198, 872, 324, 181, 446, 885, 203},
{-282, 970, 217, 854, 333, 171, 456, 885, 184},
{-292, 980, 227, 881, 314, 161, 466, 876, 194},
{-282, 980, 217, 863, 324, 161, 485, 857, 184},
{-282, 970, 227, 872, 324, 171, 475, 895, 165}
